,Obj ID,BLS Max Pow,ACF Max Pow,Max SD,AvgMax SD,Times Smoothed,Flag,Classification,SD Range,Filename
0,TIC 55659311,2816.0651555651148,0.3978860322468212,9,9,0,,EB,[9.043446 8.97997  9.050913 9.033577 8.959433],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000055659311-0120-s_lc.fits
1,TIC 350479101,518.927076006258,0.2597262141729291,10,10,0,,EB,[10.277396 10.020209 10.377667  9.706222 10.057599],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000350479101-0120-s_lc.fits
2,TIC 25155310,121.19637352061643,0.22043916425565147,5,3,0,,notEB,[4.0911427 2.889063  5.7909746 3.2358565 2.7035522],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000025155310-0120-s_lc.fits
3,TIC 25155310,104.27035596118422,0.13040657044295778,5,3,1,,notEB,[3.91264433 2.62917835 5.74752736 3.01941562 2.4510718 ],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000025155310-0120-s_lc.fits
4,TIC 141809359,309.1057514577969,0.25978766642842727,10,9,0,,notEB,[ 9.805148  8.884034 10.032391  9.794399  9.154669],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000141809359-0120-s_lc.fits
5,TIC 141809359,160.80315686986023,0.1392203988658053,10,9,1,,EB,[ 9.6853465   8.93490652 10.57740329  8.16669431  8.27781647],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000141809359-0120-s_lc.fits
6,TIC 150431920,229.03705687211274,0.11332504825674702,9,5,0,,notEB,[1.4575479 5.930049  9.671425  6.1827335 3.4301648],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000150431920-0120-s_lc.fits
7,TIC 55384162,240.04002939451976,0.1175875977233905,11,4,0,,notEB,[ 2.2021708  1.4314016 11.177578   5.220978   2.9407814],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000055384162-0120-s_lc.fits
8,TIC 55384162,142.98746755697167,0.059587053599335874,15,5,1,,notEB,[ 3.3252534   2.30937858 15.30670089  7.39488078  0.52881788],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000055384162-0120-s_lc.fits
9,TIC 55384162,146.8335058700217,0.06496652158266908,15,5,2,,notEB,[ 3.41086912  2.42386041 15.32944476  7.48267677  0.62910772],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000055384162-0120-s_lc.fits
10,TIC 30313682,3262.287449003728,0.4912582751633299,4,4,0,,EB,[4.3583083 4.355913  4.419434  4.380217  4.3676543],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000030313682-0120-s_lc.fits
11,TIC 150274386,110.49012128366763,0.08178512370260178,4,3,0,,notEB,[2.0698907 2.4921021 4.1353483 3.4354277 2.3836994],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000150274386-0120-s_lc.fits
12,TIC 271596290,3067.7076892974924,0.5262889881766889,3,3,0,,EB,[2.190633  3.4659443 3.4967675 3.459645  3.4466944],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000271596290-0120-s_lc.fits
13,TIC 25134376,524.1528535877313,0.1242289902704749,6,6,0,,notEB,[6.283915  6.1658497 6.7443438 6.3386035 6.2961245],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000025134376-0120-s_lc.fits
14,TIC 25134376,459.1555414692977,0.02528495724328233,7,6,1,,notEB,[6.70299615 6.56023311 7.25610593 6.76379728 6.70951748],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000025134376-0120-s_lc.fits
15,TIC 150442264,4381.113808832989,0.6560431098486659,3,3,0,,EB,[3.9387448 3.9345586 3.9866714 3.9820685 3.9730546],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000150442264-0120-s_lc.fits
16,TIC 25117242,211.52284520189497,0.14414921749883258,6,5,0,,notEB,[5.864603  5.0137057 6.4344754 4.7967176 5.342889 ],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000025117242-0120-s_lc.fits
17,TIC 25117242,174.35935489916145,0.024722602158902072,6,5,1,,notEB,[6.25942088 5.17568497 6.98091878 4.89626061 5.58973469],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000025117242-0120-s_lc.fits
18,TIC 25117242,98.2056042816693,0.05167943639871626,6,4,2,,notEB,[5.4588576  3.90604055 6.46933631 3.48236066 4.42313382],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000025117242-0120-s_lc.fits
19,TIC 260504147,5332.680876632356,0.3724180220464448,7,7,0,,EB,[7.4014716 7.379848  7.4027314 7.3845406 7.3954473],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000260504147-0120-s_lc.fits
20,TIC 260161144,12901.042549801006,0.346873513604888,4,4,0,,EB,[4.440113 4.466521 4.489479 4.452756 4.468264],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000260161144-0120-s_lc.fits
21,TIC 141622065,6143.934296486414,0.6033808638689983,3,3,0,,EB,[3.3413172 3.278394  3.3944182 3.3203483 3.2988017],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000141622065-0120-s_lc.fits
22,TIC 349832824,3944.1173592734795,0.25098132851766786,4,4,0,,EB,[4.4583354 4.492087  4.563924  4.5205607 4.5287805],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000349832824-0120-s_lc.fits
23,TIC 38846515,155.53124305461327,0.28914362941680427,5,3,0,,notEB,[3.767993  3.7606425 5.5583034 3.153424  3.7784715],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000038846515-0120-s_lc.fits
24,TIC 38846515,103.93204816022295,0.13993575585495951,5,3,1,,notEB,[3.29886346 3.28979417 5.50787219 2.54056605 3.35635225],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000038846515-0120-s_lc.fits
25,TIC 370227780,265.5779168940427,0.13297268093285908,4,3,0,,notEB,[4.2420797 2.5751472 2.5760517],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000370227780-0120-s_lc.fits
26,TIC 38586438,1319.0501153095918,0.1423631190254676,5,4,0,,notEB,[4.884835  4.8514857 5.1999373 4.868929  5.1323476],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000038586438-0120-s_lc.fits
27,TIC 38586438,1280.7104201045688,0.08737146679757916,5,5,1,,EB,[5.30195152 5.26489868 5.64504675 5.28338885 5.57104651],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000038586438-0120-s_lc.fits
28,TIC 31273263,968.6382259527995,0.057433004286063856,13,13,0,,EB,[13.261622 13.234939 13.472663 13.219995 13.157863],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000031273263-0120-s_lc.fits
29,TIC 149176305,279.5798934539913,0.2879749225291543,4,3,0,,notEB,[3.432973  3.6273825 4.4761796 3.0880291 2.44649  ],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000149176305-0120-s_lc.fits
30,TIC 55497281,16271.99563368205,0.35063370521410386,10,10,0,,EB,[10.086678 10.086278 10.101578 10.087124 10.075414],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000055497281-0120-s_lc.fits
31,TIC 55524055,923.3839002729247,0.5692557251508347,5,5,0,,notEB,[5.307107  5.2039557 5.4519715 5.1781015 5.0359983],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000055524055-0120-s_lc.fits
32,TIC 55524055,871.7488078593768,0.1901496777064041,7,7,1,,EB,[7.75753051 7.7007617  7.93555564 7.59535671 7.59976084],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000055524055-0120-s_lc.fits
33,TIC 142148228,325.7603474324532,0.5724923018999323,4,3,0,,notEB,[3.21116   3.7018175 4.1221457 3.7293005 3.6595376],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000142148228-0120-s_lc.fits
34,TIC 142148228,234.18827682272556,0.08932238737913026,5,4,1,,notEB,[4.76832361 4.80402794 5.5062701  4.65303904 4.64441192],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000142148228-0120-s_lc.fits
35,TIC 279510954,141.15990489981317,0.2738426161266522,3,3,0,,notEB,[2.8101346 3.0361335 3.4134927 3.355267  3.318925 ],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000279510954-0120-s_lc.fits
36,TIC 279510954,85.48420790857618,0.08139959687194438,6,3,1,,notEB,[ 0.46912609 -0.96654596  6.51380955  5.29531605  6.21133646],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000279510954-0120-s_lc.fits
37,TIC 55295028,539.6426178095044,0.5891849455001628,3,3,0,,notEB,[3.156378  3.2140853 3.2171803 3.1495938 3.165967 ],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000055295028-0120-s_lc.fits
38,TIC 55295028,73.60981567596582,0.15056560199986876,5,5,1,,notEB,[5.01320275 5.37863357 5.54547627 5.48362389 5.08286348],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000055295028-0120-s_lc.fits
39,TIC 55295028,73.65922808234441,0.0954236585361895,5,5,2,,notEB,[5.19467757 5.60635885 5.76701953 5.69733886 5.24585653],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000055295028-0120-s_lc.fits
40,TIC 167304735,1183.0176947589448,0.05317790499025902,10,9,0,,notEB,[ 7.528137   9.1746645 10.237426   8.587753   9.604537 ],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000167304735-0120-s_lc.fits
41,TIC 167304735,672.5522013177919,0.006264369863800982,10,9,1,,EB,[ 7.62056866  9.57214391 10.83448313  8.87917965 10.08632702],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000167304735-0120-s_lc.fits
42,TIC 272357134,751.069931346476,0.548887021331304,5,4,0,,notEB,[4.781146  4.6494026 5.014274  4.785936  4.716755 ],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000272357134-0120-s_lc.fits
43,TIC 272357134,685.2780958468247,0.5053025922618424,5,4,1,,notEB,[4.52971086 4.7406913  5.13688495 4.81949274 4.83488803],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000272357134-0120-s_lc.fits
44,TIC 272357134,128.13975845233188,0.16743920955944147,8,7,2,,EB,[5.85395327 6.75505996 8.44722039 7.09162439 7.15737832],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000272357134-0120-s_lc.fits
45,TIC 167692429,2045.3566770270565,0.4226231990502993,7,7,0,,EB,[7.41946   7.462641  7.4648013 7.290288  7.37102  ],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000167692429-0120-s_lc.fits
46,TIC 141268467,41619.5547720832,0.41806511191399454,5,5,0,,EB,[5.440914  5.4618716 5.472024  5.456766  5.4343476],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000141268467-0120-s_lc.fits
47,TIC 55404385,9075.526370000973,0.28000788284128986,7,7,0,,EB,[7.204546  7.187732  7.2131777 7.204712  7.1563168],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000055404385-0120-s_lc.fits
48,TIC 300328258,104.21208953447533,0.10398200025393825,6,3,0,,notEB,[2.090124  5.5459757 6.4760594 1.5121262 1.1586589],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000300328258-0120-s_lc.fits
49,TIC 220474209,1479.688505008746,0.1424404072724302,4,4,0,,notEB,[4.6790986 4.7813673 4.7916374 4.604101  4.6099005],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000220474209-0120-s_lc.fits
50,TIC 220474209,1254.0102585306306,0.14193821479670896,4,4,1,,EB,[4.68935429 4.78179177 4.95261213 4.73995847 4.78291037],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000220474209-0120-s_lc.fits
51,TIC 38574307,203.25738974447071,0.07113759429341206,4,3,0,,notEB,[3.6833942 3.7728484 4.2245145 3.8320537 3.3488457],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000038574307-0120-s_lc.fits
52,TIC 150392584,101.08308491572465,0.10158316269347364,5,3,0,,notEB,[2.3384027 4.899096  5.604894  3.5387907 1.6861851],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000150392584-0120-s_lc.fits
53,TIC 167126852,146.74977916010494,0.07102127560457107,10,4,0,,notEB,[ 1.5700531  6.150575  10.3967285  4.7031493  1.4918866],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000167126852-0120-s_lc.fits
54,TIC 167126852,82.2250444191677,0.02430217143885989,15,7,1,,notEB,[ 2.67515921  9.04609686 15.05454552  7.13548337  0.50289652],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000167126852-0120-s_lc.fits
55,TIC 167126852,68.81178941300129,0.020165100268330696,16,7,2,,EB,[ 2.26597605  9.63869414 16.59192466  7.42765154 -0.24785806],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000167126852-0120-s_lc.fits
56,TIC 425064757,1694.7473019219615,0.021199741472021263,4,4,0,,EB,[4.245081  4.756056  4.947337  4.8699822 4.7840295],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000425064757-0120-s_lc.fits
57,TIC 55652785,2693.5647567455926,0.4425583938731046,3,3,0,,EB,[3.8146849 3.8209968 3.9234996 3.8003964 3.7287169],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000055652785-0120-s_lc.fits
58,TIC 149989242,120.70539467874829,0.276051910712921,3,3,0,,notEB,[3.3415463 3.451188  3.6324284 3.0026283 3.3430283],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000149989242-0120-s_lc.fits
59,TIC 300871545,378.7497737883622,0.27103821080353796,7,7,0,,notEB,[7.2367396 7.149996  7.757259  6.5810294 7.198293 ],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000300871545-0120-s_lc.fits
60,TIC 300871545,377.14189831069103,0.26685091377507797,7,7,1,,notEB,[7.39653731 7.23625081 7.67073089 6.77770613 7.58581799],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000300871545-0120-s_lc.fits
61,TIC 300871545,181.46684195266644,0.15031236426703629,8,7,2,,EB,[6.66878529 7.15237299 8.11977546 6.93865623 7.75608715],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000300871545-0120-s_lc.fits
62,TIC 278684936,205.76227779162176,0.12866104130966854,9,4,0,,notEB,[2.2047472 5.9227624 9.124907  4.1465745 0.9902766],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000278684936-0120-s_lc.fits
63,TIC 40716679,216.4686164821446,0.07643820237559891,6,3,0,,notEB,[2.2740967 6.171029  6.6268234 0.6299066 2.669372 ],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000040716679-0120-s_lc.fits
64,TIC 350765991,296.90998148516366,0.09837271418164073,7,6,0,,notEB,[6.257186  6.2760215 7.11915   5.544484  5.038922 ],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000350765991-0120-s_lc.fits
65,TIC 350765991,227.74776567581247,0.044304450026425975,11,10,1,,EB,[10.10674784 10.13488922 11.39457599  9.04192681  8.28658503],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000350765991-0120-s_lc.fits
66,TIC 350443417,10629.045229206487,0.2900327622361827,4,4,0,,EB,[4.6793623 4.692022  4.713644  4.683806  4.668043 ],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000350443417-0120-s_lc.fits
67,TIC 32150630,794.8734822297241,0.27101514586182085,5,4,0,,notEB,[4.619285  4.733776  5.0113583 4.8371034 5.0093474],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000032150630-0120-s_lc.fits
68,TIC 32150630,898.1485742940354,0.15260107021205532,6,5,1,,EB,[6.09640995 5.8436143  6.26184428 5.95031292 5.95352923],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000032150630-0120-s_lc.fits
69,TIC 149473467,12642.632954868093,0.4643928219831912,3,3,0,,EB,[3.4619012 3.4808514 3.502706  3.4837432 3.4878135],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000149473467-0120-s_lc.fits
70,TIC 364302118,1097.3125596133002,0.49045977251612827,4,4,0,,notEB,[3.9972174 4.031001  4.1633143 4.083077  3.9978025],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000364302118-0120-s_lc.fits
71,TIC 364302118,799.4586354563428,0.2297677482603124,4,4,1,,notEB,[4.15810846 4.0384611  4.71818536 4.3135525  3.91476357],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000364302118-0120-s_lc.fits
72,TIC 364302118,770.4252693856671,0.19886688637459282,4,4,2,,EB,[4.20230211 4.07833166 4.78261568 4.36660038 3.95016469],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000364302118-0120-s_lc.fits
73,TIC 404927661,1053.521018144221,0.3074786087761683,8,8,0,,notEB,[8.678111 8.741533 8.88837  8.782789 8.720086],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000404927661-0120-s_lc.fits
74,TIC 404927661,1095.8678504853958,0.32929749693346183,8,8,1,,EB,[8.45139912 8.51139092 8.65389966 8.55299321 8.49213696],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000404927661-0120-s_lc.fits
75,TIC 260502102,1186.7199421609869,0.2783053606963285,7,7,0,,notEB,[7.711429  7.664558  7.8600698 7.784675  7.8512664],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000260502102-0120-s_lc.fits
76,TIC 260502102,1065.10879689488,0.25549166294528874,8,7,1,,EB,[7.87581174 7.80872683 8.03444616 8.00433026 7.86613298],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000260502102-0120-s_lc.fits
77,TIC 25078924,1216.295784320148,0.24160623202797585,4,4,0,,notEB,[3.907141  3.9600391 4.1719823 4.019007  4.0901566],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000025078924-0120-s_lc.fits
78,TIC 25078924,995.6373524132085,0.15888105339712744,5,5,1,,EB,[5.00751678 5.33862318 5.3655071  5.1503521  5.34382375],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000025078924-0120-s_lc.fits
79,TIC 358111274,90.29499163295345,0.03587151356303515,16,15,0,,EB,[15.047701 14.716526 16.59553  15.799859 15.225955],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000358111274-0120-s_lc.fits
80,TIC 149603524,316.7433187327798,0.30672993667297327,6,5,0,,notEB,[5.356958 5.584497 6.403942 5.127625 5.868411],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000149603524-0120-s_lc.fits
81,TIC 149603524,302.94829204048284,0.28756370777592616,6,5,1,,notEB,[5.68758166 5.79617297 6.38606737 5.27658384 5.94591734],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000149603524-0120-s_lc.fits
82,TIC 140659980,416.74884514140757,0.2702131864347677,9,9,0,,notEB,[9.2457285 9.0752325 9.347299  9.26642   9.165002 ],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000140659980-0120-s_lc.fits
83,TIC 140659980,971.7962309569666,0.2841813844760713,9,9,1,,EB,[9.28975864 9.10964784 9.39705657 9.31161747 9.20447924],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000140659980-0120-s_lc.fits
84,TIC 278683641,3477.7464900687323,0.4207730158632595,6,6,0,,EB,[6.415825  6.4193316 6.468815  6.452911  6.450098 ],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000278683641-0120-s_lc.fits
85,TIC 149542947,234.8243954765816,0.08855459831413094,14,4,0,,notEB,[ 2.7169306  1.9943721 14.921321   0.5975212  1.2116901],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000149542947-0120-s_lc.fits
86,TIC 382517745,934.8998967845715,0.24220768714477703,12,11,0,,EB,[11.74733  11.721341 12.049379 11.335715 11.657191],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000382517745-0120-s_lc.fits
87,TIC 382198789,129.8500379889511,0.1360737806920538,9,4,0,,notEB,[2.1389446 2.4377189 9.127993  6.034892  0.443444 ],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000382198789-0120-s_lc.fits
88,TIC 349154435,133.43286064620446,0.18948975572865634,7,5,0,,notEB,[5.464164  6.085498  7.893229  4.6602526 4.859097 ],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000349154435-0120-s_lc.fits
89,TIC 349154435,130.0583039487969,0.15404488703317085,7,5,1,,notEB,[5.43074348 6.06535903 7.90551553 4.61454936 4.82052857],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000349154435-0120-s_lc.fits
90,TIC 150098777,262.2000300060253,0.0831262578590828,15,4,0,,notEB,[ 0.23294169  1.4754612  15.292408    4.8666344   2.6976852 ],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000150098777-0120-s_lc.fits
91,TIC 150098777,112.71526723548916,0.008918352587335938,25,8,1,,EB,[-1.13591259  3.04377871 25.29339729  8.46663413  4.97394567],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000150098777-0120-s_lc.fits
92,TIC 309658221,538.8195771243953,0.3344705435764122,6,6,0,,notEB,[6.263909  6.3920083 6.791859  6.6239834 6.230457 ],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000309658221-0120-s_lc.fits
93,TIC 309658221,509.3123870093479,0.3007807263279513,6,6,1,,notEB,[6.29347887 6.4267852  6.84288863 6.66818921 6.25866754],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000309658221-0120-s_lc.fits
94,TIC 309658221,93.36314498500255,0.03490281901661191,6,5,2,,notEB,[4.93531266 5.24281487 6.20265467 5.79966962 4.85501219],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000309658221-0120-s_lc.fits
95,TIC 350518984,272.7161999384358,0.030187554389966197,22,22,0,,EB,[22.44019  22.35862  22.883713 22.339724 22.714853],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000350518984-0120-s_lc.fits
96,TIC 278988794,112.57648860216487,0.18253375651157672,8,6,0,,notEB,[5.5930033 6.3445587 8.107847  5.2255507 5.9382234],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000278988794-0120-s_lc.fits
97,TIC 278956474,217.79321320032457,0.2838991039887187,6,6,0,,notEB,[6.0008087 6.6000714 6.8627    5.213453  6.133582 ],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000278956474-0120-s_lc.fits
98,TIC 278956474,148.4325195099765,0.20784117219450493,6,6,1,,notEB,[6.00839127 6.6696995  6.95951992 5.13951521 6.15491181],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000278956474-0120-s_lc.fits
99,TIC 38699658,244.70623922827724,0.20261272956048992,6,3,0,,notEB,[0.50920504 1.9588659  6.22966    4.020564   3.911138  ],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000038699658-0120-s_lc.fits
100,TIC 38699658,164.76622423598155,0.029473521036229425,17,9,1,,EB,[ 1.24759102 16.47219632 17.48886975 10.70637923  2.04048004],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000038699658-0120-s_lc.fits
101,TIC 141622065,6282.483374808006,0.5837588689726007,3,3,0,,EB,[3.1860216 3.1952536 3.2471669 3.1776698 3.17302  ],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000141622065-0121-s_lc.fits
102,TIC 350618622,95.39012005045338,0.033792682651793665,9,8,0,,notEB,[7.0669255 8.433067  9.921528  7.9293995 9.475804 ],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000350618622-0121-s_lc.fits
103,TIC 350618622,69.01217615567784,0.017864506027363593,10,9,1,,EB,[ 7.61237334  9.02371719 10.54833146  8.49028926 10.08786054],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000350618622-0121-s_lc.fits
104,TIC 260161144,14439.774033725338,0.3432291984252567,4,4,0,,EB,[4.466083  4.472926  4.4900107 4.4753084 4.4685116],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000260161144-0121-s_lc.fits
105,TIC 260304296,166.25159160344057,0.10467765636723819,5,4,0,,notEB,[2.476514  4.1436534 5.744152  4.79251   3.974534 ],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000260304296-0121-s_lc.fits
106,TIC 260304296,138.17684971236378,0.044047836078765536,5,4,1,,notEB,[2.38779388 4.21768362 5.96220425 4.93308056 4.0636785 ],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000260304296-0121-s_lc.fits
107,TIC 260304296,118.60522113748242,0.017107773378651273,6,4,2,,notEB,[2.39499902 4.55017124 6.57987386 5.36130816 4.36781672],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000260304296-0121-s_lc.fits
108,TIC 260504147,5337.525615999444,0.3659031485709094,7,7,0,,EB,[7.268317  7.2959127 7.332214  7.2964087 7.3319254],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000260504147-0121-s_lc.fits
109,TIC 150442264,4492.350037169368,0.6593251400105262,4,4,0,,EB,[4.0297356 4.013685  4.0376706 4.036288  4.0103126],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000150442264-0121-s_lc.fits
110,TIC 38846515,159.03383167318023,0.2987885355932042,5,4,0,,notEB,[2.7757313 4.4091372 5.326323  4.8472376 3.2735298],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000038846515-0121-s_lc.fits
111,TIC 38846515,102.2575440733578,0.12443757732172027,5,4,1,,notEB,[4.16614029 4.01970776 5.22493912 4.61198932 2.14927105],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000038846515-0121-s_lc.fits
112,TIC 349832824,3819.7707439896826,0.19337109414136114,4,4,0,,EB,[4.5260887 4.529877  4.62148   4.5394626 4.5333867],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000349832824-0121-s_lc.fits
113,TIC 350715999,132.33023920033722,0.2175042036139876,4,4,0,,notEB,[4.1635327 3.8293197 4.2360563 4.1622744 3.572626 ],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000350715999-0121-s_lc.fits
114,TIC 141809359,268.0071820136867,0.20577913320666807,11,10,0,,EB,[10.885095 10.858285 11.557001 10.193824 10.930072],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000141809359-0121-s_lc.fits
115,TIC 25155310,115.77300975225447,0.21599044445604954,5,4,0,,notEB,[2.5257325 4.1397333 5.4947505 4.5280166 3.0282829],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000025155310-0121-s_lc.fits
